,Agrupación Política,Lista,Cargo,Posicion,Genero
14144,MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
14182,MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,LISTA A DIGNIDAD,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
14220,MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,LISTA B CONFEDERAL,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
14257,MOVIMIENTO LIBRES DEL SUR,AZUL Y ROJO,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
14295,POLíTICA OBRERA,A UNIDAD OBRERA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
14333,PRINCIPIOS Y VALORES,"1A TIERRA, TECHO Y TRABAJO",PARLAMENTARIOS DEL MERCOSUR,1,Masculino
14362,PRINCIPIOS Y VALORES,2B TRANSFORMAR,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
14391,PROYECTO JOVEN,COALICION PAZ DEMOCRACIA,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
14427,PROYECTO JOVEN,NUEVA DEMOCRACIA,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
14463,PROYECTO JOVEN,TODEX,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
14501,UNION POR LA PATRIA,CELESTE Y BLANCA,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
14539,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIR Y FORTALECER LA IZQUIERDA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
14577,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
14615,FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
14651,HACEMOS POR NUESTRO PAIS,HACEMOS,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
14687,JUNTOS POR EL CAMBIO,LISTA A EL CAMBIO DE NUESTRAS VIDAS,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
14720,JUNTOS POR EL CAMBIO,LISTA B LA FUERZA DEL CAMBIO,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
14758,LA LIBERTAD AVANZA,LIBERTAD POR SIEMPRE,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
14796,LIBER.AR,A DEMOS,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
14832,LIBER.AR,LISTA C ANTICORRUPCION,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
14868,MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
14905,MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
14943,MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,LISTA A DIGNIDAD,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
14981,MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,LISTA B CONFEDERAL,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
15018,MOVIMIENTO LIBRES DEL SUR,AZUL Y ROJO,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
15056,POLíTICA OBRERA,A UNIDAD OBRERA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
15094,PRINCIPIOS Y VALORES,"1A TIERRA, TECHO Y TRABAJO",PARLAMENTARIOS DEL MERCOSUR,1,Masculino
15123,PRINCIPIOS Y VALORES,2B TRANSFORMAR,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
15152,PROYECTO JOVEN,COALICION PAZ DEMOCRACIA,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
15188,PROYECTO JOVEN,NUEVA DEMOCRACIA,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
15224,PROYECTO JOVEN,TODEX,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
15262,UNION POR LA PATRIA,CELESTE Y BLANCA,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
15300,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIR Y FORTALECER LA IZQUIERDA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
15338,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
15376,FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
15412,HACEMOS POR NUESTRO PAIS,HACEMOS,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
15448,JUNTOS POR EL CAMBIO,LISTA A EL CAMBIO DE NUESTRAS VIDAS,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
15481,JUNTOS POR EL CAMBIO,LISTA B LA FUERZA DEL CAMBIO,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
15519,LA LIBERTAD AVANZA,LIBERTAD POR SIEMPRE,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
15557,MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
15594,MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
15632,MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,LISTA B CONFEDERAL,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
15669,MOVIMIENTO LIBRES DEL SUR,AZUL Y ROJO,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
15707,POLíTICA OBRERA,A UNIDAD OBRERA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
15745,PRINCIPIOS Y VALORES,"1A TIERRA, TECHO Y TRABAJO",PARLAMENTARIOS DEL MERCOSUR,1,Masculino
15774,UNION POR LA PATRIA,CELESTE Y BLANCA,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
15812,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIR Y FORTALECER LA IZQUIERDA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
15850,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
15888,FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
15924,HACEMOS POR NUESTRO PAIS,HACEMOS,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
15960,JUNTOS POR EL CAMBIO,LISTA A EL CAMBIO DE NUESTRAS VIDAS,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
15993,JUNTOS POR EL CAMBIO,LISTA B LA FUERZA DEL CAMBIO,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
16031,LA LIBERTAD AVANZA,LIBERTAD POR SIEMPRE,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
16069,LIBER.AR,A DEMOS,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
16105,LIBER.AR,LISTA C ANTICORRUPCION,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
16141,MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
16178,MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
16216,MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,LISTA A DIGNIDAD,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
16254,MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,LISTA B CONFEDERAL,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
16291,MOVIMIENTO LIBRES DEL SUR,AZUL Y ROJO,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
16329,POLíTICA OBRERA,A UNIDAD OBRERA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
16367,PRINCIPIOS Y VALORES,"1A TIERRA, TECHO Y TRABAJO",PARLAMENTARIOS DEL MERCOSUR,1,Masculino
16396,PRINCIPIOS Y VALORES,2B TRANSFORMAR,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
16425,PROYECTO JOVEN,COALICION PAZ DEMOCRACIA,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
16461,PROYECTO JOVEN,NUEVA DEMOCRACIA,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
16497,PROYECTO JOVEN,TODEX,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
16535,UNION POR LA PATRIA,CELESTE Y BLANCA,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
16573,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIR Y FORTALECER LA IZQUIERDA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
16611,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
16649,FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
16685,HACEMOS POR NUESTRO PAIS,HACEMOS,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
16721,JUNTOS POR EL CAMBIO,LISTA A EL CAMBIO DE NUESTRAS VIDAS,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
16754,JUNTOS POR EL CAMBIO,LISTA B LA FUERZA DEL CAMBIO,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
16792,LA LIBERTAD AVANZA,LIBERTAD POR SIEMPRE,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
16830,LIBER.AR,A DEMOS,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
16866,LIBER.AR,LISTA C ANTICORRUPCION,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
16902,MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
16939,MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
16977,MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,LISTA A DIGNIDAD,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
17015,MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,LISTA B CONFEDERAL,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
17052,MOVIMIENTO LIBRES DEL SUR,AZUL Y ROJO,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
17090,POLíTICA OBRERA,A UNIDAD OBRERA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
17128,PRINCIPIOS Y VALORES,"1A TIERRA, TECHO Y TRABAJO",PARLAMENTARIOS DEL MERCOSUR,1,Masculino
17157,PRINCIPIOS Y VALORES,2B TRANSFORMAR,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
17186,PROYECTO JOVEN,COALICION PAZ DEMOCRACIA,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
17222,PROYECTO JOVEN,NUEVA DEMOCRACIA,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
17258,PROYECTO JOVEN,TODEX,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
17296,UNION POR LA PATRIA,CELESTE Y BLANCA,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
17334,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIR Y FORTALECER LA IZQUIERDA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
17372,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
17410,FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
17446,HACEMOS POR NUESTRO PAIS,HACEMOS,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
17482,JUNTOS POR EL CAMBIO,LISTA A EL CAMBIO DE NUESTRAS VIDAS,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
17515,JUNTOS POR EL CAMBIO,LISTA B LA FUERZA DEL CAMBIO,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
17553,LA LIBERTAD AVANZA,LIBERTAD POR SIEMPRE,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
17591,LIBER.AR,A DEMOS,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
17627,LIBER.AR,LISTA C ANTICORRUPCION,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
17663,MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
17700,MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
17738,MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,LISTA A DIGNIDAD,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
17776,MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,LISTA B CONFEDERAL,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
17813,MOVIMIENTO LIBRES DEL SUR,AZUL Y ROJO,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
17851,POLíTICA OBRERA,A UNIDAD OBRERA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
17889,PRINCIPIOS Y VALORES,"1A TIERRA, TECHO Y TRABAJO",PARLAMENTARIOS DEL MERCOSUR,1,Masculino
17918,PRINCIPIOS Y VALORES,2B TRANSFORMAR,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
17947,PROYECTO JOVEN,COALICION PAZ DEMOCRACIA,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
17983,PROYECTO JOVEN,NUEVA DEMOCRACIA,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
18019,PROYECTO JOVEN,TODEX,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
18057,UNION POR LA PATRIA,CELESTE Y BLANCA,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
18095,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIR Y FORTALECER LA IZQUIERDA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
18133,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
18171,FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
18207,HACEMOS POR NUESTRO PAIS,HACEMOS,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
18243,JUNTOS POR EL CAMBIO,LISTA A EL CAMBIO DE NUESTRAS VIDAS,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
18276,JUNTOS POR EL CAMBIO,LISTA B LA FUERZA DEL CAMBIO,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
18314,LA LIBERTAD AVANZA,LIBERTAD POR SIEMPRE,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
18352,LIBER.AR,A DEMOS,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
18388,LIBER.AR,LISTA C ANTICORRUPCION,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
18424,MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
18461,MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
18499,MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,LISTA A DIGNIDAD,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
18537,MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,LISTA B CONFEDERAL,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
18574,MOVIMIENTO LIBRES DEL SUR,AZUL Y ROJO,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
18612,POLíTICA OBRERA,A UNIDAD OBRERA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
18650,PRINCIPIOS Y VALORES,"1A TIERRA, TECHO Y TRABAJO",PARLAMENTARIOS DEL MERCOSUR,1,Masculino
18679,PRINCIPIOS Y VALORES,2B TRANSFORMAR,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
18708,PROYECTO JOVEN,COALICION PAZ DEMOCRACIA,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
18744,PROYECTO JOVEN,NUEVA DEMOCRACIA,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
18780,PROYECTO JOVEN,TODEX,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
18818,UNION POR LA PATRIA,CELESTE Y BLANCA,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
18856,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIR Y FORTALECER LA IZQUIERDA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
18894,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
18932,FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
18968,HACEMOS POR NUESTRO PAIS,HACEMOS,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
19004,JUNTOS POR EL CAMBIO,LISTA A EL CAMBIO DE NUESTRAS VIDAS,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
19037,JUNTOS POR EL CAMBIO,LISTA B LA FUERZA DEL CAMBIO,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
19075,LA LIBERTAD AVANZA,LIBERTAD POR SIEMPRE,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
19113,LIBER.AR,A DEMOS,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
19149,LIBER.AR,LISTA C ANTICORRUPCION,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
19185,MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
19222,MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
19260,MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,LISTA A DIGNIDAD,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
19298,MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,LISTA B CONFEDERAL,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
19335,MOVIMIENTO LIBRES DEL SUR,AZUL Y ROJO,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
19373,POLíTICA OBRERA,A UNIDAD OBRERA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
19411,PRINCIPIOS Y VALORES,"1A TIERRA, TECHO Y TRABAJO",PARLAMENTARIOS DEL MERCOSUR,1,Masculino
19440,PRINCIPIOS Y VALORES,2B TRANSFORMAR,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
19469,PROYECTO JOVEN,COALICION PAZ DEMOCRACIA,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
19505,PROYECTO JOVEN,NUEVA DEMOCRACIA,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
19541,PROYECTO JOVEN,TODEX,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
19579,UNION POR LA PATRIA,CELESTE Y BLANCA,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
19617,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIR Y FORTALECER LA IZQUIERDA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
19655,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
19693,FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
19729,HACEMOS POR NUESTRO PAIS,HACEMOS,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
19765,JUNTOS POR EL CAMBIO,LISTA A EL CAMBIO DE NUESTRAS VIDAS,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
19798,JUNTOS POR EL CAMBIO,LISTA B LA FUERZA DEL CAMBIO,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
19836,LA LIBERTAD AVANZA,LIBERTAD POR SIEMPRE,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
19874,LIBER.AR,A DEMOS,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
19910,LIBER.AR,LISTA C ANTICORRUPCION,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
19946,MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
19983,MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
20021,MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,LISTA A DIGNIDAD,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
20059,MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,LISTA B CONFEDERAL,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
20096,MOVIMIENTO LIBRES DEL SUR,AZUL Y ROJO,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
20134,POLíTICA OBRERA,A UNIDAD OBRERA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
20172,PRINCIPIOS Y VALORES,"1A TIERRA, TECHO Y TRABAJO",PARLAMENTARIOS DEL MERCOSUR,1,Masculino
20201,PRINCIPIOS Y VALORES,2B TRANSFORMAR,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
20230,PROYECTO JOVEN,COALICION PAZ DEMOCRACIA,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
20266,PROYECTO JOVEN,NUEVA DEMOCRACIA,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
20302,PROYECTO JOVEN,TODEX,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
20340,UNION POR LA PATRIA,CELESTE Y BLANCA,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
20378,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIR Y FORTALECER LA IZQUIERDA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
20416,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
20454,FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
20490,HACEMOS POR NUESTRO PAIS,HACEMOS,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
20526,JUNTOS POR EL CAMBIO,LISTA A EL CAMBIO DE NUESTRAS VIDAS,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
20559,JUNTOS POR EL CAMBIO,LISTA B LA FUERZA DEL CAMBIO,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
20597,LA LIBERTAD AVANZA,LIBERTAD POR SIEMPRE,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
20635,LIBER.AR,A DEMOS,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
20671,LIBER.AR,LISTA C ANTICORRUPCION,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
20707,MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
20744,MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
20782,MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,LISTA A DIGNIDAD,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
20820,MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,LISTA B CONFEDERAL,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
20857,MOVIMIENTO LIBRES DEL SUR,AZUL Y ROJO,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
20895,POLíTICA OBRERA,A UNIDAD OBRERA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
20933,PRINCIPIOS Y VALORES,"1A TIERRA, TECHO Y TRABAJO",PARLAMENTARIOS DEL MERCOSUR,1,Masculino
20962,PRINCIPIOS Y VALORES,2B TRANSFORMAR,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
20991,PROYECTO JOVEN,COALICION PAZ DEMOCRACIA,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
21027,PROYECTO JOVEN,NUEVA DEMOCRACIA,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
21063,PROYECTO JOVEN,TODEX,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
21101,UNION POR LA PATRIA,CELESTE Y BLANCA,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
21139,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,A UNIR Y FORTALECER LA IZQUIERDA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
21177,FRENTE DE IZQUIERDA Y DE TRABAJADORES-UNIDAD,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
21215,FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
21251,HACEMOS POR NUESTRO PAIS,HACEMOS,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
21287,JUNTOS POR EL CAMBIO,LISTA A EL CAMBIO DE NUESTRAS VIDAS,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
21320,JUNTOS POR EL CAMBIO,LISTA B LA FUERZA DEL CAMBIO,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
21358,LA LIBERTAD AVANZA,LIBERTAD POR SIEMPRE,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
21396,LIBER.AR,A DEMOS,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
21432,LIBER.AR,LISTA C ANTICORRUPCION,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
21468,MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
21505,MOVIMIENTO DE ACCION VECINAL,LISTA  A  COMPROMISO VECINAL,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
21543,MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,LISTA A DIGNIDAD,PARLAMENTARIOS DEL MERCOSUR,1,Femenino
21581,MOVIMIENTO IZQUIERDA JUVENTUD DIGNIDAD,LISTA B CONFEDERAL,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
21618,MOVIMIENTO LIBRES DEL SUR,AZUL Y ROJO,PARLAMENTARIOS DEL MERCOSUR,1,Masculino
