Agrupación Política,Lista,Distrito,Cargo,Subcategoría Cargo,Posición,Precandidato,Género,Edad
ALIANZA CAMBIA SANTA CRUZ,EL CAMBIO DE NUESTRAS VIDAS,SANTA CRUZ,DIPUTADOS NACIONALES,SUPLENTES,1,TITO LAMAS,M,52
ALIANZA CAMBIA SANTA CRUZ,EL CAMBIO DE NUESTRAS VIDAS,SANTA CRUZ,DIPUTADOS NACIONALES,SUPLENTES,2,NATALIA PEROTTI,F,34
ALIANZA CAMBIA SANTA CRUZ,SUMAMOS FUERZAS EN SANTA CRUZ,SANTA CRUZ,DIPUTADOS NACIONALES,TITULARES,1,OMAR FARUK ZEIDAN,M,48
ALIANZA CAMBIA SANTA CRUZ,SUMAMOS FUERZAS EN SANTA CRUZ,SANTA CRUZ,DIPUTADOS NACIONALES,TITULARES,2,LUCIANA AYLEN LOYOLA BARROS,F,32
ALIANZA CAMBIA SANTA CRUZ,SUMAMOS FUERZAS EN SANTA CRUZ,SANTA CRUZ,DIPUTADOS NACIONALES,SUPLENTES,1,JULIO ISMAEL AUDI,M,61
ALIANZA CAMBIA SANTA CRUZ,SUMAMOS FUERZAS EN SANTA CRUZ,SANTA CRUZ,DIPUTADOS NACIONALES,SUPLENTES,2,SANDRA VERONICA GAMARRA,F,62
ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES-UNIDAD,1A UNIDAD DE LUCHADORES Y LA IZQUIERDA,SANTA CRUZ,DIPUTADOS NACIONALES,TITULARES,1,NICOLAS  GUTIERREZ,M,34
ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES-UNIDAD,1A UNIDAD DE LUCHADORES Y LA IZQUIERDA,SANTA CRUZ,DIPUTADOS NACIONALES,TITULARES,2,ORIANA  TOLOZA OSORES,F,27
ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES-UNIDAD,1A UNIDAD DE LUCHADORES Y LA IZQUIERDA,SANTA CRUZ,DIPUTADOS NACIONALES,SUPLENTES,1,DIEGO HÉCTOR FERRO,M,40
ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES-UNIDAD,1A UNIDAD DE LUCHADORES Y LA IZQUIERDA,SANTA CRUZ,DIPUTADOS NACIONALES,SUPLENTES,2,PAOLA JUDITH RIOS,F,38
ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES-UNIDAD,1A UNIR Y FORTALECER LA IZQUIERDA,SANTA CRUZ,DIPUTADOS NACIONALES,TITULARES,1,ADRIANA ESTHER ASTOLFO,F,63
ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES-UNIDAD,1A UNIR Y FORTALECER LA IZQUIERDA,SANTA CRUZ,DIPUTADOS NACIONALES,TITULARES,2,VICTOR MANUEL GONZALEZ,M,34
ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES-UNIDAD,1A UNIR Y FORTALECER LA IZQUIERDA,SANTA CRUZ,DIPUTADOS NACIONALES,SUPLENTES,1,PAULA ESTHER BURGO,F,43
ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES-UNIDAD,1A UNIR Y FORTALECER LA IZQUIERDA,SANTA CRUZ,DIPUTADOS NACIONALES,SUPLENTES,2,GABINO HORACIO VERON,M,36
ALIANZA POR SANTA CRUZ,HACER SANTA CRUZ,SANTA CRUZ,DIPUTADOS NACIONALES,TITULARES,1,JOSE LUIS GARRIDO,M,54
ALIANZA POR SANTA CRUZ,HACER SANTA CRUZ,SANTA CRUZ,DIPUTADOS NACIONALES,TITULARES,2,MIRIAM SOLEDAD CAÑUMIL,F,44
ALIANZA POR SANTA CRUZ,HACER SANTA CRUZ,SANTA CRUZ,DIPUTADOS NACIONALES,SUPLENTES,1,GABRIEL MURUA,M,42
ALIANZA POR SANTA CRUZ,HACER SANTA CRUZ,SANTA CRUZ,DIPUTADOS NACIONALES,SUPLENTES,2,ZULMA ANDREA NEIRA,F,44
ALIANZA UNION POR LA PATRIA,ACUERDO SANTACRUCEÑO,SANTA CRUZ,DIPUTADOS NACIONALES,TITULARES,1,ANA MARIA IANNI,F,54
ALIANZA UNION POR LA PATRIA,ACUERDO SANTACRUCEÑO,SANTA CRUZ,DIPUTADOS NACIONALES,TITULARES,2,MAURICIO RICARDO GOMEZ BULL,M,50
ALIANZA UNION POR LA PATRIA,ACUERDO SANTACRUCEÑO,SANTA CRUZ,DIPUTADOS NACIONALES,SUPLENTES,1,TANIA SASSO,F,43
ALIANZA UNION POR LA PATRIA,ACUERDO SANTACRUCEÑO,SANTA CRUZ,DIPUTADOS NACIONALES,SUPLENTES,2,SERGIO SARMIENTO,M,56
ALIANZA UNION POR LA PATRIA,CONSTRUYAMOS JUNTOS,SANTA CRUZ,DIPUTADOS NACIONALES,TITULARES,1,SILVINA DEL VALLE CORDOBA,F,46
ALIANZA UNION POR LA PATRIA,CONSTRUYAMOS JUNTOS,SANTA CRUZ,DIPUTADOS NACIONALES,TITULARES,2,MAURO ALEJANDRO CASARINI,M,40
ALIANZA UNION POR LA PATRIA,CONSTRUYAMOS JUNTOS,SANTA CRUZ,DIPUTADOS NACIONALES,SUPLENTES,1,LAURA MARISA MANSILLA,F,45
ALIANZA UNION POR LA PATRIA,CONSTRUYAMOS JUNTOS,SANTA CRUZ,DIPUTADOS NACIONALES,SUPLENTES,2,LUCAS ARIEL CEREZO,M,34
ALIANZA FRENTE AMPLIO POR LA SOBERANIA,A   SOBERANíA POPULAR,SANTA FE,DIPUTADOS NACIONALES,TITULARES,1,EDUARDO ALFREDO DI POLLINA,M,69
ALIANZA FRENTE AMPLIO POR LA SOBERANIA,A   SOBERANíA POPULAR,SANTA FE,DIPUTADOS NACIONALES,TITULARES,2,VERONICA CLAUDIA BENAS,F,62
ALIANZA FRENTE AMPLIO POR LA SOBERANIA,A   SOBERANíA POPULAR,SANTA FE,DIPUTADOS NACIONALES,TITULARES,3,DANIEL PABLO ROMANO,M,65
ALIANZA FRENTE AMPLIO POR LA SOBERANIA,A   SOBERANíA POPULAR,SANTA FE,DIPUTADOS NACIONALES,TITULARES,4,MARISA ANDREA POGGI,F,58
ALIANZA FRENTE AMPLIO POR LA SOBERANIA,A   SOBERANíA POPULAR,SANTA FE,DIPUTADOS NACIONALES,TITULARES,5,MARIO JESUS RAMOS,M,35
ALIANZA FRENTE AMPLIO POR LA SOBERANIA,A   SOBERANíA POPULAR,SANTA FE,DIPUTADOS NACIONALES,TITULARES,6,IVANA SOLEDAD MARTINEZ,F,49
ALIANZA FRENTE AMPLIO POR LA SOBERANIA,A   SOBERANíA POPULAR,SANTA FE,DIPUTADOS NACIONALES,TITULARES,7,GUILLERMO JUAN CAMPANA,M,41
ALIANZA FRENTE AMPLIO POR LA SOBERANIA,A   SOBERANíA POPULAR,SANTA FE,DIPUTADOS NACIONALES,TITULARES,8,ADRIANA NOEMI DIEZ,F,66
ALIANZA FRENTE AMPLIO POR LA SOBERANIA,A   SOBERANíA POPULAR,SANTA FE,DIPUTADOS NACIONALES,TITULARES,9,GUSTAVO ERNESTO ISGRO,M,48
ALIANZA FRENTE AMPLIO POR LA SOBERANIA,A   SOBERANíA POPULAR,SANTA FE,DIPUTADOS NACIONALES,TITULARES,10,ROMINA ANDREA ANACLERIO,F,37
ALIANZA FRENTE AMPLIO POR LA SOBERANIA,A   SOBERANíA POPULAR,SANTA FE,DIPUTADOS NACIONALES,SUPLENTES,1,MAXIMILIANO EZEQUIEL SERRANO,M,33
ALIANZA FRENTE AMPLIO POR LA SOBERANIA,A   SOBERANíA POPULAR,SANTA FE,DIPUTADOS NACIONALES,SUPLENTES,2,NORMA DELIA BERNAL,F,65
ALIANZA FRENTE AMPLIO POR LA SOBERANIA,A   SOBERANíA POPULAR,SANTA FE,DIPUTADOS NACIONALES,SUPLENTES,3,ROBERTO PABLO GARBOSO,M,41
ALIANZA FRENTE AMPLIO POR LA SOBERANIA,A   SOBERANíA POPULAR,SANTA FE,DIPUTADOS NACIONALES,SUPLENTES,4,LUCIA PELETEIRO,F,36
ALIANZA FRENTE AMPLIO POR LA SOBERANIA,A   SOBERANíA POPULAR,SANTA FE,DIPUTADOS NACIONALES,SUPLENTES,5,RUBEN DARIO CECCARELLI,M,58
ALIANZA FRENTE AMPLIO POR LA SOBERANIA,A   SOBERANíA POPULAR,SANTA FE,DIPUTADOS NACIONALES,SUPLENTES,6,MARIA PAZ INFANTE,F,40
ALIANZA FRENTE DE IZQUIERDA Y TRABAJADORES- UNIDAD,B UNIDAD DE LUCHADORES Y LA IZQUIERDA ,SANTA FE,DIPUTADOS NACIONALES,TITULARES,1,CARLA DEIANA,F,37
ALIANZA FRENTE DE IZQUIERDA Y TRABAJADORES- UNIDAD,B UNIDAD DE LUCHADORES Y LA IZQUIERDA ,SANTA FE,DIPUTADOS NACIONALES,TITULARES,2,FACUNDO MARTIN FERNANDEZ,M,44
ALIANZA FRENTE DE IZQUIERDA Y TRABAJADORES- UNIDAD,B UNIDAD DE LUCHADORES Y LA IZQUIERDA ,SANTA FE,DIPUTADOS NACIONALES,TITULARES,3,JIMENA SOSA,F,40
ALIANZA FRENTE DE IZQUIERDA Y TRABAJADORES- UNIDAD,B UNIDAD DE LUCHADORES Y LA IZQUIERDA ,SANTA FE,DIPUTADOS NACIONALES,TITULARES,4,GERMAN ANTONIO TONERO,M,40
ALIANZA FRENTE DE IZQUIERDA Y TRABAJADORES- UNIDAD,B UNIDAD DE LUCHADORES Y LA IZQUIERDA ,SANTA FE,DIPUTADOS NACIONALES,TITULARES,5,MELISA ANDREA MOLINA,F,28
ALIANZA FRENTE DE IZQUIERDA Y TRABAJADORES- UNIDAD,B UNIDAD DE LUCHADORES Y LA IZQUIERDA ,SANTA FE,DIPUTADOS NACIONALES,TITULARES,6,GASTON EMANUEL DAVID BALDOMIR,M,35
ALIANZA FRENTE DE IZQUIERDA Y TRABAJADORES- UNIDAD,B UNIDAD DE LUCHADORES Y LA IZQUIERDA ,SANTA FE,DIPUTADOS NACIONALES,TITULARES,7,MARIANA SOLEDAD CASAFUS,F,36
ALIANZA FRENTE DE IZQUIERDA Y TRABAJADORES- UNIDAD,B UNIDAD DE LUCHADORES Y LA IZQUIERDA ,SANTA FE,DIPUTADOS NACIONALES,TITULARES,8,NICOLÁS ANDRES RAPANELLI,M,44
ALIANZA FRENTE DE IZQUIERDA Y TRABAJADORES- UNIDAD,B UNIDAD DE LUCHADORES Y LA IZQUIERDA ,SANTA FE,DIPUTADOS NACIONALES,TITULARES,9,GABRIELA CECILIA MEGLIO,F,38
ALIANZA FRENTE DE IZQUIERDA Y TRABAJADORES- UNIDAD,B UNIDAD DE LUCHADORES Y LA IZQUIERDA ,SANTA FE,DIPUTADOS NACIONALES,TITULARES,10,"ALEJANDRO """"CACHO"""" PARLANTE",M,61
ALIANZA FRENTE DE IZQUIERDA Y TRABAJADORES- UNIDAD,B UNIDAD DE LUCHADORES Y LA IZQUIERDA ,SANTA FE,DIPUTADOS NACIONALES,SUPLENTES,1,ROXANA MARGARITA REY,F,52
ALIANZA FRENTE DE IZQUIERDA Y TRABAJADORES- UNIDAD,B UNIDAD DE LUCHADORES Y LA IZQUIERDA ,SANTA FE,DIPUTADOS NACIONALES,SUPLENTES,2,CLAUDIO JESUS CITARA,M,63
ALIANZA FRENTE DE IZQUIERDA Y TRABAJADORES- UNIDAD,B UNIDAD DE LUCHADORES Y LA IZQUIERDA ,SANTA FE,DIPUTADOS NACIONALES,SUPLENTES,3,MARIA FERNANDA TENALLIA,F,44
ALIANZA FRENTE DE IZQUIERDA Y TRABAJADORES- UNIDAD,B UNIDAD DE LUCHADORES Y LA IZQUIERDA ,SANTA FE,DIPUTADOS NACIONALES,SUPLENTES,4,GUILLERMO DE LOS HOYOS,M,51
ALIANZA FRENTE DE IZQUIERDA Y TRABAJADORES- UNIDAD,B UNIDAD DE LUCHADORES Y LA IZQUIERDA ,SANTA FE,DIPUTADOS NACIONALES,SUPLENTES,5,ANA CLARA GUEVARA,F,38
ALIANZA FRENTE DE IZQUIERDA Y TRABAJADORES- UNIDAD,B UNIDAD DE LUCHADORES Y LA IZQUIERDA ,SANTA FE,DIPUTADOS NACIONALES,SUPLENTES,6,SAULO JONATAN FERRON BROSA,M,37
ALIANZA FRENTE DE IZQUIERDA Y TRABAJADORES- UNIDAD,UNIR Y FORTALECER LA IZQUIERDA A,SANTA FE,DIPUTADOS NACIONALES,TITULARES,1,OCTAVIO CRIVARO,M,44
ALIANZA FRENTE DE IZQUIERDA Y TRABAJADORES- UNIDAD,UNIR Y FORTALECER LA IZQUIERDA A,SANTA FE,DIPUTADOS NACIONALES,TITULARES,2,DANIELA VERGARA,F,56
ALIANZA FRENTE DE IZQUIERDA Y TRABAJADORES- UNIDAD,UNIR Y FORTALECER LA IZQUIERDA A,SANTA FE,DIPUTADOS NACIONALES,TITULARES,3,JUAN JOSE GAUNA,M,70
ALIANZA FRENTE DE IZQUIERDA Y TRABAJADORES- UNIDAD,UNIR Y FORTALECER LA IZQUIERDA A,SANTA FE,DIPUTADOS NACIONALES,TITULARES,4,SELENA GRIMALT,F,31
ALIANZA FRENTE DE IZQUIERDA Y TRABAJADORES- UNIDAD,UNIR Y FORTALECER LA IZQUIERDA A,SANTA FE,DIPUTADOS NACIONALES,TITULARES,5,FABRICIO RODRIGUEZ,M,33
ALIANZA FRENTE DE IZQUIERDA Y TRABAJADORES- UNIDAD,UNIR Y FORTALECER LA IZQUIERDA A,SANTA FE,DIPUTADOS NACIONALES,TITULARES,6,VERONICA DANIELA BRAVO,F,36
ALIANZA FRENTE DE IZQUIERDA Y TRABAJADORES- UNIDAD,UNIR Y FORTALECER LA IZQUIERDA A,SANTA FE,DIPUTADOS NACIONALES,TITULARES,7,NICOLAS ALEJANDRO QUEVEDO,M,37
ALIANZA FRENTE DE IZQUIERDA Y TRABAJADORES- UNIDAD,UNIR Y FORTALECER LA IZQUIERDA A,SANTA FE,DIPUTADOS NACIONALES,TITULARES,8,SILVANA MASAU BARONE,F,48
ALIANZA FRENTE DE IZQUIERDA Y TRABAJADORES- UNIDAD,UNIR Y FORTALECER LA IZQUIERDA A,SANTA FE,DIPUTADOS NACIONALES,TITULARES,9,JAVIER MONZON,M,33
ALIANZA FRENTE DE IZQUIERDA Y TRABAJADORES- UNIDAD,UNIR Y FORTALECER LA IZQUIERDA A,SANTA FE,DIPUTADOS NACIONALES,TITULARES,10,ROMINA PAOLA GARCIA,F,40
ALIANZA FRENTE DE IZQUIERDA Y TRABAJADORES- UNIDAD,UNIR Y FORTALECER LA IZQUIERDA A,SANTA FE,DIPUTADOS NACIONALES,SUPLENTES,1,FRANCO CASASOLA,M,39
ALIANZA FRENTE DE IZQUIERDA Y TRABAJADORES- UNIDAD,UNIR Y FORTALECER LA IZQUIERDA A,SANTA FE,DIPUTADOS NACIONALES,SUPLENTES,2,ARLENE RACCA,F,27
ALIANZA FRENTE DE IZQUIERDA Y TRABAJADORES- UNIDAD,UNIR Y FORTALECER LA IZQUIERDA A,SANTA FE,DIPUTADOS NACIONALES,SUPLENTES,3,GUISO BERNASCONI,M,75
ALIANZA FRENTE DE IZQUIERDA Y TRABAJADORES- UNIDAD,UNIR Y FORTALECER LA IZQUIERDA A,SANTA FE,DIPUTADOS NACIONALES,SUPLENTES,4,ELISABET DIAZ,F,37
ALIANZA FRENTE DE IZQUIERDA Y TRABAJADORES- UNIDAD,UNIR Y FORTALECER LA IZQUIERDA A,SANTA FE,DIPUTADOS NACIONALES,SUPLENTES,5,LUCIANO MOLINA,M,45
ALIANZA FRENTE DE IZQUIERDA Y TRABAJADORES- UNIDAD,UNIR Y FORTALECER LA IZQUIERDA A,SANTA FE,DIPUTADOS NACIONALES,SUPLENTES,6,NANCI ANAHI COCERES,F,55
ALIANZA JUNTOS POR EL CAMBIO,A. EL CAMBIO DE NUESTRAS VIDAS,SANTA FE,DIPUTADOS NACIONALES,TITULARES,1,JUAN CRUZ CANDIDO,M,39
ALIANZA JUNTOS POR EL CAMBIO,A. EL CAMBIO DE NUESTRAS VIDAS,SANTA FE,DIPUTADOS NACIONALES,TITULARES,2,VERONICA GABRIELA RAZZINI,F,43
ALIANZA JUNTOS POR EL CAMBIO,A. EL CAMBIO DE NUESTRAS VIDAS,SANTA FE,DIPUTADOS NACIONALES,TITULARES,3,GERARDO DANIEL COLOTTI,M,64
ALIANZA JUNTOS POR EL CAMBIO,A. EL CAMBIO DE NUESTRAS VIDAS,SANTA FE,DIPUTADOS NACIONALES,TITULARES,4,CAROLINA PIEDRABUENA,F,44
ALIANZA JUNTOS POR EL CAMBIO,A. EL CAMBIO DE NUESTRAS VIDAS,SANTA FE,DIPUTADOS NACIONALES,TITULARES,5,JORGE MARCELO FAURIE,M,72
ALIANZA JUNTOS POR EL CAMBIO,A. EL CAMBIO DE NUESTRAS VIDAS,SANTA FE,DIPUTADOS NACIONALES,TITULARES,6,SABRINA MARIA BRACHETTA,F,44
ALIANZA JUNTOS POR EL CAMBIO,A. EL CAMBIO DE NUESTRAS VIDAS,SANTA FE,DIPUTADOS NACIONALES,TITULARES,7,DAMIAN LUIS GARCIA,M,44
ALIANZA JUNTOS POR EL CAMBIO,A. EL CAMBIO DE NUESTRAS VIDAS,SANTA FE,DIPUTADOS NACIONALES,TITULARES,8,VICTORIA SOLEDAD CIVALERO,F,44
ALIANZA JUNTOS POR EL CAMBIO,A. EL CAMBIO DE NUESTRAS VIDAS,SANTA FE,DIPUTADOS NACIONALES,TITULARES,9,LUIS ANGEL ASAS,M,55
ALIANZA JUNTOS POR EL CAMBIO,A. EL CAMBIO DE NUESTRAS VIDAS,SANTA FE,DIPUTADOS NACIONALES,TITULARES,10,JULIA MERCEDES BERTONE,F,54
ALIANZA JUNTOS POR EL CAMBIO,A. EL CAMBIO DE NUESTRAS VIDAS,SANTA FE,DIPUTADOS NACIONALES,SUPLENTES,1,PABLO JORGE BUTTARO,M,52
ALIANZA JUNTOS POR EL CAMBIO,A. EL CAMBIO DE NUESTRAS VIDAS,SANTA FE,DIPUTADOS NACIONALES,SUPLENTES,2,ANALIA LILIAN SCHPEIR,F,57
ALIANZA JUNTOS POR EL CAMBIO,A. EL CAMBIO DE NUESTRAS VIDAS,SANTA FE,DIPUTADOS NACIONALES,SUPLENTES,3,LEONARDO ABEL STANGAFERRO,M,30
ALIANZA JUNTOS POR EL CAMBIO,A. EL CAMBIO DE NUESTRAS VIDAS,SANTA FE,DIPUTADOS NACIONALES,SUPLENTES,4,MARIANELA GOMEZ,F,44
ALIANZA JUNTOS POR EL CAMBIO,A. EL CAMBIO DE NUESTRAS VIDAS,SANTA FE,DIPUTADOS NACIONALES,SUPLENTES,5,RODRIGO HERNAN FARIAS,M,50
ALIANZA JUNTOS POR EL CAMBIO,A. EL CAMBIO DE NUESTRAS VIDAS,SANTA FE,DIPUTADOS NACIONALES,SUPLENTES,6,GRACIELA RAQUEL GASPAROTTI,F,67
ALIANZA JUNTOS POR EL CAMBIO,B. LA FUERZA DEL CAMBIO,SANTA FE,DIPUTADOS NACIONALES,TITULARES,1,JOSE NEGRO NUÑEZ,M,49
ALIANZA JUNTOS POR EL CAMBIO,B. LA FUERZA DEL CAMBIO,SANTA FE,DIPUTADOS NACIONALES,TITULARES,2,MAY  SERRA,F,48
ALIANZA JUNTOS POR EL CAMBIO,B. LA FUERZA DEL CAMBIO,SANTA FE,DIPUTADOS NACIONALES,TITULARES,3,ALEJANDRO BONGIOVANNI,M,40
ALIANZA JUNTOS POR EL CAMBIO,B. LA FUERZA DEL CAMBIO,SANTA FE,DIPUTADOS NACIONALES,TITULARES,4,LEILA WIDDER,F,39
ALIANZA JUNTOS POR EL CAMBIO,B. LA FUERZA DEL CAMBIO,SANTA FE,DIPUTADOS NACIONALES,TITULARES,5,GONZALO MANSILLA DE SOUZA,M,56
ALIANZA JUNTOS POR EL CAMBIO,B. LA FUERZA DEL CAMBIO,SANTA FE,DIPUTADOS NACIONALES,TITULARES,6,MARIA SILVIA MIGNO,F,65
ALIANZA JUNTOS POR EL CAMBIO,B. LA FUERZA DEL CAMBIO,SANTA FE,DIPUTADOS NACIONALES,TITULARES,7,RICARDO ERNESTO SCHLIEPER,M,64
ALIANZA JUNTOS POR EL CAMBIO,B. LA FUERZA DEL CAMBIO,SANTA FE,DIPUTADOS NACIONALES,TITULARES,8,VIVIANA MARISA DOWNES,F,54
ALIANZA JUNTOS POR EL CAMBIO,B. LA FUERZA DEL CAMBIO,SANTA FE,DIPUTADOS NACIONALES,TITULARES,9,OSCAR ALBERTO GREPPI,M,77
ALIANZA JUNTOS POR EL CAMBIO,B. LA FUERZA DEL CAMBIO,SANTA FE,DIPUTADOS NACIONALES,TITULARES,10,ANDREA PATRICIA GONZALEZ,F,48
ALIANZA JUNTOS POR EL CAMBIO,B. LA FUERZA DEL CAMBIO,SANTA FE,DIPUTADOS NACIONALES,SUPLENTES,1,MARCELO EUGENIO DOYHARZABAL,M,57
ALIANZA JUNTOS POR EL CAMBIO,B. LA FUERZA DEL CAMBIO,SANTA FE,DIPUTADOS NACIONALES,SUPLENTES,2,MARCELA FABIANA MARANI,F,52
ALIANZA JUNTOS POR EL CAMBIO,B. LA FUERZA DEL CAMBIO,SANTA FE,DIPUTADOS NACIONALES,SUPLENTES,3,EDUARDO ALBERTO FIORE,M,61
ALIANZA JUNTOS POR EL CAMBIO,B. LA FUERZA DEL CAMBIO,SANTA FE,DIPUTADOS NACIONALES,SUPLENTES,4,JULIANA PASCUALE,F,31
ALIANZA JUNTOS POR EL CAMBIO,B. LA FUERZA DEL CAMBIO,SANTA FE,DIPUTADOS NACIONALES,SUPLENTES,5,NORBERTO TITO GARNERO,M,56
ALIANZA JUNTOS POR EL CAMBIO,B. LA FUERZA DEL CAMBIO,SANTA FE,DIPUTADOS NACIONALES,SUPLENTES,6,LUCIANA PAZ MARTINETTO,F,45
ALIANZA LA FUERZA DE SANTA FE,PARTICIPACION Y SOLIDARIDAD  LETRA A,SANTA FE,DIPUTADOS NACIONALES,TITULARES,1,ESTEBAN PAULON,M,45
ALIANZA LA FUERZA DE SANTA FE,PARTICIPACION Y SOLIDARIDAD  LETRA A,SANTA FE,DIPUTADOS NACIONALES,TITULARES,2,RITA VANESA GARCIA,F,39
ALIANZA LA FUERZA DE SANTA FE,PARTICIPACION Y SOLIDARIDAD  LETRA A,SANTA FE,DIPUTADOS NACIONALES,TITULARES,3,NICOLAS LUNGO,M,40
ALIANZA LA FUERZA DE SANTA FE,PARTICIPACION Y SOLIDARIDAD  LETRA A,SANTA FE,DIPUTADOS NACIONALES,TITULARES,4,YOLANDA BEATRIZ ARCE,F,46
ALIANZA LA FUERZA DE SANTA FE,PARTICIPACION Y SOLIDARIDAD  LETRA A,SANTA FE,DIPUTADOS NACIONALES,TITULARES,5,MARTIN SEBASTIAN NOCIONI,M,39
ALIANZA LA FUERZA DE SANTA FE,PARTICIPACION Y SOLIDARIDAD  LETRA A,SANTA FE,DIPUTADOS NACIONALES,TITULARES,6,MONICA EDIT LILIANA ALVARADO,F,60
ALIANZA LA FUERZA DE SANTA FE,PARTICIPACION Y SOLIDARIDAD  LETRA A,SANTA FE,DIPUTADOS NACIONALES,TITULARES,7,RAMIRO JAVIER AROLA LECOUR,M,42
ALIANZA LA FUERZA DE SANTA FE,PARTICIPACION Y SOLIDARIDAD  LETRA A,SANTA FE,DIPUTADOS NACIONALES,TITULARES,8,BARBARA AYLEN BERCOVICH,F,32
ALIANZA LA FUERZA DE SANTA FE,PARTICIPACION Y SOLIDARIDAD  LETRA A,SANTA FE,DIPUTADOS NACIONALES,TITULARES,9,MARTIN ALEJANDRO CACIARELLI,M,47
ALIANZA LA FUERZA DE SANTA FE,PARTICIPACION Y SOLIDARIDAD  LETRA A,SANTA FE,DIPUTADOS NACIONALES,TITULARES,10,MARIANA BEATRIZ MOYANO,F,41
ALIANZA LA FUERZA DE SANTA FE,PARTICIPACION Y SOLIDARIDAD  LETRA A,SANTA FE,DIPUTADOS NACIONALES,SUPLENTES,1,HECTOR ALBERTO MARCELINO BELLETTI,M,68
ALIANZA LA FUERZA DE SANTA FE,PARTICIPACION Y SOLIDARIDAD  LETRA A,SANTA FE,DIPUTADOS NACIONALES,SUPLENTES,2,MELISA ANTONELA MUÑOZ,F,34
ALIANZA LA FUERZA DE SANTA FE,PARTICIPACION Y SOLIDARIDAD  LETRA A,SANTA FE,DIPUTADOS NACIONALES,SUPLENTES,3,MAURO CASELLA,M,40
ALIANZA LA FUERZA DE SANTA FE,PARTICIPACION Y SOLIDARIDAD  LETRA A,SANTA FE,DIPUTADOS NACIONALES,SUPLENTES,4,NATALIA ANDREA MARTIGNON,F,43
ALIANZA LA FUERZA DE SANTA FE,PARTICIPACION Y SOLIDARIDAD  LETRA A,SANTA FE,DIPUTADOS NACIONALES,SUPLENTES,5,CHUECO VENTUI,M,61
ALIANZA LA FUERZA DE SANTA FE,PARTICIPACION Y SOLIDARIDAD  LETRA A,SANTA FE,DIPUTADOS NACIONALES,SUPLENTES,6,SILVIA ELISABED GARCIA,F,59
ALIANZA LA LIBERTAD AVANZA,LISTA A: LIBERTAD POR SIEMPRE,SANTA FE,DIPUTADOS NACIONALES,TITULARES,1,ROMINA DIEZ,F,43
ALIANZA LA LIBERTAD AVANZA,LISTA A: LIBERTAD POR SIEMPRE,SANTA FE,DIPUTADOS NACIONALES,TITULARES,2,NICOLAS FERNANDO MAYORAZ,M,55
ALIANZA LA LIBERTAD AVANZA,LISTA A: LIBERTAD POR SIEMPRE,SANTA FE,DIPUTADOS NACIONALES,TITULARES,3,ROCIO BELEN BONACCI,F,27
ALIANZA LA LIBERTAD AVANZA,LISTA A: LIBERTAD POR SIEMPRE,SANTA FE,DIPUTADOS NACIONALES,TITULARES,4,MARCOS LISANDRO PEYRANO,M,50
ALIANZA LA LIBERTAD AVANZA,LISTA A: LIBERTAD POR SIEMPRE,SANTA FE,DIPUTADOS NACIONALES,TITULARES,5,KARINA MARCELA RAIZ,F,50
ALIANZA LA LIBERTAD AVANZA,LISTA A: LIBERTAD POR SIEMPRE,SANTA FE,DIPUTADOS NACIONALES,TITULARES,6,GUIDO CARLOS ORLANDI,M,38
ALIANZA LA LIBERTAD AVANZA,LISTA A: LIBERTAD POR SIEMPRE,SANTA FE,DIPUTADOS NACIONALES,TITULARES,7,YAMILE VANESA TOMASSONI,F,45
ALIANZA LA LIBERTAD AVANZA,LISTA A: LIBERTAD POR SIEMPRE,SANTA FE,DIPUTADOS NACIONALES,TITULARES,8,JUAN PABLO MONTENEGRO,M,45
ALIANZA LA LIBERTAD AVANZA,LISTA A: LIBERTAD POR SIEMPRE,SANTA FE,DIPUTADOS NACIONALES,TITULARES,9,MARIA FLORENCIA MENINI,F,35
ALIANZA LA LIBERTAD AVANZA,LISTA A: LIBERTAD POR SIEMPRE,SANTA FE,DIPUTADOS NACIONALES,TITULARES,10,DAVID MATEO MALAGUARNERA,M,31
ALIANZA LA LIBERTAD AVANZA,LISTA A: LIBERTAD POR SIEMPRE,SANTA FE,DIPUTADOS NACIONALES,SUPLENTES,1,LEONELA ELIZABETH AFFRANCHINO,F,32
ALIANZA LA LIBERTAD AVANZA,LISTA A: LIBERTAD POR SIEMPRE,SANTA FE,DIPUTADOS NACIONALES,SUPLENTES,2,LEONEL CARLOS MONTESANTO,M,29
ALIANZA LA LIBERTAD AVANZA,LISTA A: LIBERTAD POR SIEMPRE,SANTA FE,DIPUTADOS NACIONALES,SUPLENTES,3,MARIA ALEJANDRA DELGUSTE,F,36
ALIANZA LA LIBERTAD AVANZA,LISTA A: LIBERTAD POR SIEMPRE,SANTA FE,DIPUTADOS NACIONALES,SUPLENTES,4,GUILLERMO FEDERICO GUALINI,M,38
